"id","itemKey","name","type","value","flags__CONSUMABLE","flags__PURCHASEABLE","flags__REUSABLE","flags__TRADEABLE","rarity","description","longDescription","imageURL"
"134","collar","Pet Collar","Power-up","100000","False","False","False","True","Rare","Owning this item gives you a higher chance to find pets that ran away Found from the veterinarian job.","null","https://cdn.discordapp.com/emojis/936381028396847195.png"
"184","saddle","Pet Saddle","Collectable","1000000","False","False","False","True","Rare","Ride your pet into the sunset","null","https://cdn.discordapp.com/emojis/946176458865405982.png"
"60","pinkplasticbits","Pink Plastic Bits","Collectable","12","False","False","False","True","Common","A common pink crafting material","null","https://cdn.discordapp.com/emojis/975398146152738906.png"
"162","pizza","Pizza Slice","Power-up","300000","True","False","False","True","Rare","Eat this for a chunky xp multiplier!","Eating this perfect pizza slice will give you +250% xp gains for an hour.","https://cdn.discordapp.com/emojis/940735144849985596.gif"
"189","plasticbox","Plastic Box","Loot Box","1000000","True","False","False","True","Rare","This box contains every plastic bit","null","https://cdn.discordapp.com/emojis/1003453280438988900.gif"
"127","policebadge","Police Badge","Collectable","100000","False","False","False","True","Rare","A shiny police badge, found in the police station on the ground. Found from the police officer job.","null","https://cdn.discordapp.com/emojis/979517884101459999.png"
"6","potato","Potato â˜­","Sellable","2000","False","False","False","True","Uncommon","A good communist potato, very tasty and reminds you of your motherland.","null","https://cdn.discordapp.com/emojis/992123899498221698.png"
"45","prestigecoin","Prestige Coin","Power-up","1000000","True","False","False","True","Rare","Earned from prestiging, use this coin to activate your post-prestige bonus multi. It gives you 6 hours of 350% multiplier.","null","https://cdn.discordapp.com/emojis/899772669262700615.png"
"108","prestigepack","Prestige Pack","Pack","100000","True","False","False","True","Epic","A pack to get you back on your feet after prestiging.","null","https://cdn.discordapp.com/emojis/898709240837976064.png"
"62","purpleplasticbits","Purple Plastic Bits","Collectable","25000","False","False","False","True","Common","An uncommon purple crafting material","null","https://cdn.discordapp.com/emojis/975398146618306630.png"
"17","rabbit","Rabbit","Sellable","1500","False","False","False","True","Common","This rabbit is not alive; I think someone shot it. Rabbit fur is pretty soft...","This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/860665246875254784.png"
"24","rarefish","Rare Fish","Sellable","2500","False","False","False","True","Common","This is a fairly rare fish. You can sell it to gain a fair amount of coins.","This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/971151079096061962.png"
"160","pepe","Rare Pepe","Collectable","50000","False","False","False","True","Rare","A lone rare pepe made to collect and flex how many you can get compared to your friends.","The rare pepe is only used for collecting or flexing on normies who cannot afford one. Although basically anyone can afford one these days...","https://cdn.discordapp.com/emojis/936007340736536626.png"
"56","reversal","Reversal Card","Collectable","1000000","False","False","False","True","Rare","A legacy item from a simpler time in Dank Memer. This item is now just a collectible for those who already had them in the past.","Reversal cards were previously used to reverse a steal someone performed on you. Due to being SUPER buggy and causing multiple exploits, they were removed. They are now back for those who already had them in their inventories, but not functional and just for collecting.","https://cdn.discordapp.com/emojis/573150370579087360.png"
"117","ringlight","Ring Light","Tool","100000","True","False","False","True","Uncommon","A streamer item that lowers your min time between stream interactions.","null","https://cdn.discordapp.com/emojis/905501619523829780.png"
"141","robbersmask","Robbers Mask","Power-up","100000","True","False","False","True","Rare","Your name will not show up on steal or bankrob notifs sent to the victim for 12 hours after using. Found from the robber job.","null","https://cdn.discordapp.com/emojis/991364525783785512.png"
"159","wishlist","Robbers Wishlist","Tool","50000","True","False","False","True","Uncommon","A robber's best friend! List all users able to be robbed within a server!","This item when used gives a list of users that aren't passive and do not have a fake ID on. Basically, anyone who is able to be robbed!","https://cdn.discordapp.com/emojis/966630329756565594.png"
"29","scepter","Royal Scepter","Collectable","25000","True","False","False","True","Common","A royal scepter fit for only the most luxurious kings.","A royal scepter such as this is worth close to 50k gold carats, dang! You can either use this item to obtain royalty-embedded colors or keep it in your collection.","https://cdn.discordapp.com/emojis/926573136558850139.gif"
"188","hotdog","Sanic Hot Dog","Collectable","1000000","False","False","False","True","Rare","It is an off brand hotdog trying to be as cool as that similar drive in place's hot dogs","null","https://cdn.discordapp.com/emojis/959925962412269630.png"
"131","santasbag","Santa's Bag","Loot Box","100000","True","False","False","True","Legendary","Santa has a bag full of goodies. Some pretty rare goodies too.","null","https://cdn.discordapp.com/emojis/862415055622635560.png"
"76","santashat","Santa's Hat","Collectable","25000","True","False","False","True","Common","Put on Santa's hat and join in on the holiday spirit!","Equip Santa's hat and turn all embed colors (the color on the side of embeds) into Christmas-themed colors!","https://cdn.discordapp.com/emojis/921546940032880660.png"
"67","urinal","School Urinal","Collectable","1000000","False","False","False","True","Rare","The most devious lick.","null","https://cdn.discordapp.com/emojis/889266191808471114.png"
"22","seaweed","Seaweed","Sellable","250","False","False","False","True","Common","Some slimy seaweed. You can sell it to gain a tiny portion of coins.","This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/887000050201419787.gif"
"89","shootingstar","Shooting Star","Collectable","1000000","True","False","False","True","Rare","Make a wish! Or don't, I can't force you.","null","https://cdn.discordapp.com/emojis/923291410130686022.png"
"144","coupon","Shop Coupon","Power-up","100000","False","False","False","True","Rare","You will have the option to use this at a shop checkout. You can get 5% off any purchase from the shop. Found from the dank memer shopkeeper job.","null","https://cdn.discordapp.com/emojis/977969734307971132.png"
"153","shovel","Shovel","Tool","25000","False","True","False","True","Common","Use this to access `/dig`.","This shovel allows you to use the dig command, giving you potentially lots of different types of items!","https://cdn.discordapp.com/emojis/868263822035669002.png"
"161","cheese","Shredded Cheese","Power-up","100000","True","False","False","True","Uncommon","A mystic bag of light-golden shredded cheese. Earn an XP multiplier!","Dump an entire bag of shredded cheese into your face hole. For every bag of shredded cheese consumed, you get a stacking EXP multiplier, capping at **85%** (**30** bags of cheese consumed).","https://cdn.discordapp.com/emojis/830509316933943307.png"
"16","skunk","Skunk","Sellable","1250","False","False","False","True","Common","This skunk is not alive; I think someone shot it. GOD, IT SMELLS WTF!","This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/861390875992522792.png"
"75","snowball","Snowball","Tool","25000","True","False","False","True","Common","Threaten someone with a snowball!","You will use this to prepare a snowball with a user's name on it. This will prevent them from doing anything bad to you for a few minutes, like robbing you or putting negative items on you!","https://cdn.discordapp.com/emojis/992137642479190216.png"
"68","snowflake","Snowflake","Collectable","100000","False","False","False","True","Uncommon","Every snowflake is unique... but not in this bot.","null","https://cdn.discordapp.com/emojis/920796800774991932.png"
"116","soundcard","Sound Card","Tool","100000","True","False","False","True","Uncommon","A meta streamer item that helps you get other streamer items.","null","https://cdn.discordapp.com/emojis/905572838847684648.png"
"183","inspacebox","Space Adventure Box","Loot Box","1000000","True","False","False","True","Rare","This box contains items from the ""Pepe goes to space"" adventure!","null","https://cdn.discordapp.com/emojis/1006333035970576394.gif"
"14","spider","Spider","Sellable","5000","False","False","False","True","Uncommon","This spider is not alive; I think someone shot it? Yeah that checks out, spiders suck.","This spider is not alive; I think someone shot it? Yeah that checks out, spiders suck. This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/864261394944884746.png"
"129","cash","Stack of Cash","Collectable","100000","True","False","False","True","Rare","A tradeable item with the bot. Use it to trade for banknotes or pizzas. Found from the politician job.","null","https://cdn.discordapp.com/emojis/862774540895125584.png"
"88","starfragment","Star Fragment","Sellable","500000","False","False","False","True","Rare","A fragment of a shooting star. I wonder what this can be used for?","null","https://cdn.discordapp.com/emojis/923291410323603457.png"
"12","stickbug","Stickbug","Sellable","2000","False","False","False","True","Common","This stickbug is not alive; I think someone shot it? Is the meme really that annoying?","This stickbug is not alive; I think someone shot it? Is the meme really that annoying? This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/864568819795755038.gif"
"137","stonkmachine","Stonk Machine","Tool","100000","False","False","True","True","Rare","Use this machine to try and earn some coins from stonk investment. Warning, there is a 10% chance to lose 10% of your wallet from a bad investment! Found from the day trader job.","null","https://cdn.discordapp.com/emojis/990673255457239070.gif"
"50","streakfreeze","Streak Freeze","Power-up","2000000","True","False","False","True","Epic","This item will prevent you from losing your daily streak ONE time.","Using this item will turn it into an active item that lasts 30 days. After it's equipped, you will retain your streak if you run daily after missing 1+ days. This is automatically destroyed at that point or when it expires.","https://cdn.discordapp.com/emojis/921501533273751682.png"
"34","sugarskull","Sugar Skull","Consumable","1000000","True","False","False","True","Rare","A delicious treat to celebrate DÃ­a de los Muertos. Only dropped in 2021.","null","https://cdn.discordapp.com/emojis/894597638161326091.png"
"30","letter","The Letter","Collectable","25000","True","False","False","True","Common","What's in the letter? Open it up to find out!","null","https://cdn.discordapp.com/emojis/926522932560269413.gif"
"170","tidepod","Tidepod","Collectable","50000","False","False","False","True","Uncommon","Can you believe people thought it was a good idea to eat these?","null","https://cdn.discordapp.com/emojis/887000049740030032.png"
"125","tipjar","Tip Jar","Tool","100000","False","False","True","True","Rare","You can check this tip jar once every hour! Sometimes you can find some neat stuff... Found from the twitch streamer job.","null","https://cdn.discordapp.com/emojis/976886606680178698.png"
"36","toiletpaper","Toilet Paper","Collectable","50000000","False","False","False","True","Legendary","If we learned anything during the pandemic, it's that TP is VALUABLE.","null","https://cdn.discordapp.com/emojis/928399081112469544.png"
"175","townieseyes","Townie's Eyes","Collectable","1000000","False","False","False","True","Rare","Townie sees all","null","https://cdn.discordapp.com/emojis/959429404541468713.gif"
"1","trash","Trash","Sellable","200","False","False","False","True","Common","A trashy thing, not worth much.","This is an absolute trash item. This item additionally no longer drops from any sources.","https://cdn.discordapp.com/emojis/986723862190383165.png"
"95","treasuremap","Treasure Map","Collectable","1000000","True","False","False","True","Rare","The text is written in a strange language, but you can just about make out the location of the treasure - https://youtu.be/dQw4w9WgXcQ","null","https://cdn.discordapp.com/emojis/945442853016973343.png"
"96","tumbleweed","Tumbleweed","Collectable","1000000","True","False","False","True","Rare","If you listen carefully, you can hear your hopes and dreams drift away with it...","null","https://cdn.discordapp.com/emojis/953310228600983612.gif"
"122","diaper","Used Diaper","Tool","100000","True","False","False","True","Rare","Throw this used diaper at someone to prevent them from joining or starting a heist for 12 hours. Found from the house wife job.","null","https://cdn.discordapp.com/emojis/976572178348793858.png"
"136","vaccine","Vaccine","Sellable","100000","False","False","False","True","Rare","Are we sure this is a vaccine and not some other drug? Found from the doctor job.","null","https://cdn.discordapp.com/emojis/979145429138673744.png"
"100","weddinggift","Wedding Gift","Loot Box","60000","True","False","False","True","Rare","A gift for marrying someone!","null","https://cdn.discordapp.com/emojis/877566903516790855.png"
"54","lotterywinner","Winning Lottery Ticket","Collectable","5000000","False","False","False","True","Epic","Proof that you won the lottery once upon a time.","This allows you to brag to your friends or enemies about winning the lottery and gives you a 2% higher chance at random events.","https://cdn.discordapp.com/emojis/828630267983298580.png"
"179","workbox","Work Box","Loot Box","2000000","True","False","False","True","Legendary","This box contains every work item in the game","null","https://cdn.discordapp.com/emojis/1004537002869411970.gif"
"10","worm","Worm","Sellable","500","False","False","False","True","Common","This worm is not alive; I think someone shot it? Who shoots a worm wtf.","This worm is not alive; I think someone shot it? Who shoots a worm wtf. This item's purpose is to be collected or sold. Nothing more, nothing less.","https://cdn.discordapp.com/emojis/864261394920898600.png"
"53","yengpaw","Yeng's Paw","Collectable","1000000","False","False","False","True","Rare","A squishy paw that can relieve stress and make you smile. SQUISH! SQUISH! SQUISH! (Yeng Gang rise up)","null","https://cdn.discordapp.com/emojis/927305405988753468.gif"
"186","zigscapybara","Zig's Capybara","Collectable","1000000","False","False","False","True","Rare","Top 10 best dressed capybaras","null","https://cdn.discordapp.com/emojis/999477885331046441.png"
